rep,id,eta_ka,eta_V,eta_k,eta_k12,eta_k21,eta_km,eta_Kpm
6,42,0.0942806,0.122055,0.00443155,0.0463981,-0.0931305,-0.0630584,0.0225981
7,42,-0.00512571,0.157962,-0.00396078,-0.0822595,0.0309768,0.030673,0.00686629
1,43,-0.0613812,-0.101044,0.0156098,0.0766015,0.104093,0.234676,-0.00688983
2,43,-0.0833714,-0.0476946,-0.154357,-0.130872,-0.0790868,0.187111,0.0193948
3,43,-0.0731904,-0.106198,0.0157776,-0.127268,0.0973163,0.111503,-0.0101919
4,43,0.0134749,-0.12946,0.055333,0.0167043,0.0506086,0.151609,-0.0210127
5,43,-0.0069232,-0.0651895,-0.062357,-0.24242,0.0631244,0.131163,0.0141461
6,43,-0.0561351,-0.0894145,-0.0595189,0.0312426,0.141338,0.188786,0.023671
7,43,-0.0287602,-0.0801658,-0.060241,-0.0161852,0.180301,0.222495,0.00865826
1,44,-0.097996,-0.054417,-0.112081,-0.03406,-0.0876073,-0.0283991,-0.0145028
2,44,-0.0475103,-0.0506745,-0.0179272,-0.103802,0.00505778,-0.0369902,-0.0307784
3,44,-0.130049,-0.0633511,0.0256877,0.135879,-0.151562,-0.0787559,0.0103587
4,44,-0.148261,-0.0436331,-0.0177931,0.0603614,-0.104286,-0.0366071,-0.00148071
5,44,-0.179586,-0.0207689,-0.0869864,0.0690479,-0.0675147,-0.0698736,0.0168487
6,44,-0.080465,-0.0589599,-0.0560431,-0.0316369,-0.322906,-0.0761078,0.0303802
7,44,-0.116863,-0.105635,0.0349812,0.113911,-0.0536094,-0.0597341,0.0012443
1,45,0.128874,-0.0484058,-0.118233,-0.0755467,-0.119703,-0.00794057,0.0220059
2,45,0.0569278,-0.122335,-0.0195444,-0.00664356,0.0543389,-0.106518,-0.0180649
3,45,0.0750142,-0.0969044,-0.0125974,0.0507278,-0.198761,-0.0589802,0.0044915
4,45,0.0827118,-0.106104,0.0257148,0.0251048,-0.0364995,-0.0451977,-0.0189911
5,45,0.106581,-0.0547564,-0.0942133,-0.0318,-0.117797,-0.0774015,-0.0437215
6,45,0.0674353,-0.101122,-0.0781181,0.0204083,-0.158182,-0.0689085,-0.00651647
7,45,0.107704,-0.072578,-0.0451186,0.0447475,0.0300942,-0.0579999,-0.00523295
1,46,-0.0733885,-0.0247028,-0.0206934,0.11611,-0.0227719,-0.207962,-0.0445159
2,46,-0.100379,0.0167391,-0.109631,0.0642216,-0.182451,-0.016796,0.00885202
3,46,-0.0575983,-0.0687643,-0.0396474,0.00640488,0.150708,-0.117365,0.0117919
4,46,-0.176491,-0.103114,0.0979025,-0.0631926,0.0820405,-0.0648087,0.0145523
5,46,-0.10275,0.00319693,-0.0330589,-0.00337726,0.112334,-0.0245495,0.0146123
6,46,-0.0946294,-0.0673322,-0.136232,-0.12421,0.105119,0.00124199,0.0182918
7,46,-0.0618289,-0.0194719,0.0146049,-0.0801859,0.0355233,-0.0916869,-0.0120911
1,47,-0.0256446,0.0804187,0.128804,-0.0410947,0.0253226,0.0699595,-0.00599812
2,47,0.0674241,0.154522,-0.00202023,-0.0177753,-0.00728635,0.0676281,0.0428384
3,47,0.00683346,0.165486,-0.00764238,-0.0292588,-0.132008,0.0692426,-0.0140321
4,47,0.0371983,0.158644,-0.0175553,-0.0665272,-0.156998,0.0285634,0.00589597
5,47,-0.0350543,0.125476,0.00988538,-0.0944918,0.0581848,0.0243706,0.0198328
6,47,-0.0107591,0.0947949,-0.0159169,0.019136,0.0784287,0.0707744,0.0134695
7,47,-0.0504291,0.0229277,0.192787,0.00342911,-0.169747,0.133312,0.00748764
1,48,-0.298713,0.0844319,-0.0360096,0.0104664,-0.0766894,0.0788478,-0.0199913
2,48,-0.200579,0.209419,-0.268684,0.14085,-0.099337,0.0741044,-0.0175602
3,48,-0.26472,0.10577,-0.0428955,0.0601356,-0.0493402,-0.0107369,-0.000575467
4,48,-0.35267,0.0464974,0.0121012,0.154794,0.142591,0.0241177,0.0277673
5,48,-0.349158,0.0936196,-0.0189952,0.14744,-0.324325,0.144781,-0.0193256
6,48,-0.203758,0.101816,-0.00682795,0.154717,-0.0907036,0.0601488,-0.0594039
7,48,-0.287802,0.158854,-0.108363,0.163291,-0.136319,0.0271717,-0.018013
1,49,0.0705092,-0.0890201,0.00113132,0.075133,-0.00148648,0.213687,-0.0285203
2,49,0.00597054,-0.0367324,0.0637139,-0.0403392,0.0560317,0.206726,-0.0480258
3,49,-0.0062246,-0.0177539,-0.0779528,0.0189388,0.0135721,0.221811,-0.0105032
4,49,-0.19196,-0.0959034,0.105088,-0.0293501,0.107346,0.146266,-0.0195913
5,49,0.00399146,-0.0738124,-0.00961598,0.0508932,0.073393,0.155215,0.0113272
6,49,-0.0295178,-0.0344218,-0.0104675,0.00975047,-0.170817,0.22488,-0.00314575
7,49,0.0168746,0.0236447,-0.0895716,0.115182,0.131973,0.142756,-0.0143022
1,50,-0.116589,-0.0211204,0.0759112,-0.0414398,-0.181814,-0.111137,0.0345754
2,50,-0.0725031,-0.0438887,0.0534672,0.0402047,-0.166087,-0.0379484,-0.0156226
3,50,-0.0856493,0.0984927,-0.0490422,0.00138383,-0.00241297,-0.0987491,0.00828042
4,50,-0.0146461,0.0418524,-0.0112998,0.0176519,-0.299744,-0.0625223,-0.0178263
5,50,-0.0168466,-0.00745618,-0.0947443,-0.111656,-0.206555,-0.0420259,-0.00257039
6,50,-0.0688089,-0.00796529,0.058195,0.0899466,-0.230324,-0.0387486,0.0292507
7,50,-0.0393335,-0.0171984,0.156073,0.0385655,-0.170196,-0.115531,-0.02648
1,51,0.154191,-0.0965332,-0.115327,-0.0438247,0.0519526,-0.181206,0.00537354
2,51,0.0242801,-0.218321,-0.0266722,-0.132491,0.0238103,-0.204134,-0.0203302
3,51,0.115755,-0.169538,-0.071342,-0.150403,0.0219858,-0.0478201,0.0077856
4,51,-0.0432275,-0.230126,0.121026,-0.140642,0.195275,-0.19418,-0.0151928
5,51,0.126035,-0.165384,-0.06007,-0.0987547,0.0848299,-0.159482,-0.00631902
6,51,0.0466931,-0.193898,0.0321347,-0.0452632,0.0802096,-0.138143,0.00694984
7,51,-0.0202495,-0.215889,0.0631778,0.0299761,0.178748,-0.156238,0.0449481
1,52,-0.237095,0.0037079,0.00173262,0.0101344,0.0724545,0.0815404,0.00553036
2,52,-0.0795138,0.0289325,-0.0915564,0.0200949,0.179821,0.0494759,-0.040693
3,52,-0.146182,0.0394946,-0.0500383,-0.023358,-0.116494,0.0414066,-0.0559272
4,52,-0.263473,-0.0178818,0.0294529,-0.149893,-0.210154,0.0434573,0.00388898
5,52,-0.217876,-0.0589291,0.124143,0.0701733,0.178036,0.022554,-0.0232376
6,52,-0.140808,0.0047056,0.0267775,-0.00185895,-0.00173497,0.0982968,-0.0133902
7,52,-0.18145,0.0191909,-0.0281333,0.083347,-0.0311707,0.0611247,-0.0173389
1,53,-0.0264467,-0.0158882,0.00628203,-0.0157001,0.0840235,0.184938,0.0630699
2,53,-0.0460536,0.040553,-0.0206308,-0.282392,-0.053911,0.0995634,-0.0191147
3,53,-0.0355591,0.0115512,0.0538953,0.0315185,0.184637,0.0578955,0.0113885
4,53,-0.0767351,-0.0508159,0.119921,-0.0166647,0.0420143,0.153561,-0.0124593
5,53,-0.0678655,0.064867,-0.053328,-0.0240528,-0.00861044,0.224563,-0.0195317
6,53,-0.0435166,0.0345927,-0.00554057,0.0642586,0.134372,0.147454,-0.0149063
7,53,0.0459848,0.016618,0.0634401,-0.0431583,-0.0434137,0.160965,-0.00409497
1,54,-0.0188398,-0.0549009,-0.0436091,-0.0473029,0.0484758,0.120547,-0.0458703
2,54,-0.0352741,-0.0984381,-0.0281793,0.14697,0.111295,0.107798,0.0312686
3,54,-0.116218,-0.134636,0.0283067,-0.0376674,-5.01481e-05,0.142209,0.00422307
4,54,-0.0150886,-0.0303953,-0.0579633,-0.117437,-0.0574756,0.123109,-0.0339952
5,54,-0.026049,-0.0182285,-0.116507,-0.0351092,0.0597638,0.136273,-0.0109405
6,54,-0.12911,-0.0928938,0.00955422,-0.00102719,0.20823,0.0135054,-0.00680855
7,54,-0.0714401,-0.10733,-0.0173033,0.0549376,0.0605279,0.161132,0.0187984
1,55,-0.011602,0.212838,0.118496,0.0225767,0.165614,0.111359,0.00399753
2,55,0.0155943,0.151913,0.0590302,0.0664704,-0.168979,0.175693,0.0184668
3,55,-0.0182132,0.193038,0.139412,-0.00350264,-0.118821,0.170871,-0.00783811
4,55,-0.0516503,0.192079,0.0790698,-0.155157,-0.057145,0.0996368,0.020847
5,55,0.0875804,0.283767,-0.132336,-0.0470736,-0.279866,0.14463,-0.0245944
6,55,0.0365935,0.210341,0.125303,-0.0436761,-0.0857597,0.104201,0.00913414
7,55,0.130343,0.171259,-0.0398187,-0.0631813,0.0440719,0.0818161,-0.0160273
1,56,0.0342409,-0.153728,0.0841105,0.0972939,0.167848,0.15019,0.00868929
2,56,0.211997,-0.0991263,-0.045227,0.00332155,0.0550741,0.0943434,-0.0360489
3,56,-0.0157424,-0.113523,-0.049175,-0.0831206,-0.0147275,0.148138,0.0213792
4,56,0.055167,-0.148042,-0.0501485,-0.0997963,0.0331119,0.0807157,-0.0201979
5,56,-0.00816836,-0.0996086,-0.0504224,-0.150014,0.0467878,0.148496,0.0200714
6,56,-0.0333587,-0.190297,0.0610446,0.0498851,0.11429,0.103684,-0.0296569
7,56,-0.0420069,-0.160071,0.048105,0.00451542,-0.21004,0.139811,-0.0188949
1,57,-0.0490296,-0.186512,0.118885,0.0301965,-0.331585,-0.139849,-0.0137312
2,57,0.0968095,-0.0916195,-0.110439,0.0557524,-0.0799004,-0.036193,0.023042
3,57,0.029622,-0.152817,0.00136162,-0.131816,-0.203418,-0.0998642,0.00999175
4,57,0.146819,-0.0797197,-0.164714,0.0073048,-0.00980282,-0.116275,-0.00563767
5,57,0.0581226,-0.0820612,-0.0786753,0.0594406,-0.165115,-0.08524,-0.0264016
6,57,0.193909,-0.0340441,-0.242261,-0.0410648,-0.0984604,-0.11661,-0.00643941
7,57,0.103735,-0.0747089,-0.103543,0.0438496,-0.13586,-0.123001,0.00486103
1,58,0.0834345,-0.180944,0.0585017,0.0269982,0.0474272,0.0156068,-0.00368053
2,58,0.0923028,-0.147354,0.0288268,0.195111,-0.000827383,-0.0053334,-0.0306858
3,58,0.0396268,-0.0826024,-0.0604846,0.0120761,0.18516,0.0387371,-0.00296468
4,58,0.0357442,-0.125496,-0.0418982,-0.0620206,-0.151698,0.0864644,0.00194922
5,58,0.0453179,-0.115562,0.0950122,-0.0567489,-0.042394,0.00351034,-0.0267371
6,58,0.0238241,-0.0504026,-0.0313299,-0.0111881,0.138942,-0.0324476,-0.0460296
7,58,0.0359046,-0.0812703,-0.0395154,-0.00136205,-0.128835,0.00865914,-0.00159259
1,59,0.171595,-0.0221562,-0.10301,-0.0928819,-0.00240719,0.142543,0.0013289
2,59,0.064449,-0.0766332,0.0170743,0.109581,0.145938,0.109437,-0.00288637
3,59,0.0254196,-0.0450731,0.0809002,-0.0620888,-0.0229617,0.0567034,-0.00191402
4,59,0.0478667,-0.0470192,0.0643154,0.0150271,-0.0825227,0.0448833,0.00325168
5,59,0.113069,-0.00268978,-0.0889428,-0.115123,0.108256,0.084635,0.0274129
6,59,-0.00641358,-0.0790807,0.0241228,-0.0724066,0.014736,0.0476912,0.025503
7,59,-0.016922,-0.0701777,0.0454562,-0.139886,-0.0463688,0.112728,0.00938765
1,60,0.149451,-0.162249,-0.0158075,0.0788292,-0.153027,0.0965527,0.0233143
2,60,0.0304773,-0.170987,0.0131675,0.0641562,-0.134908,0.0262307,0.0238783
3,60,0.18177,-0.0892375,-0.117751,-0.0223507,0.0943948,0.0171479,0.0118702
4,60,0.00698229,-0.196386,0.0713464,0.0833665,0.0440322,0.00775545,0.0359517
5,60,0.0541949,-0.175266,0.00546073,-0.0349755,-0.0983322,0.0577353,-0.0153109
6,60,0.179626,-0.136892,-0.0888052,0.0497701,0.117658,0.0501202,0.0016218
7,60,0.187914,-0.152257,0.0105194,0.0628637,-0.0701129,0.0179632,0.0117429
1,61,0.10624,0.0224696,-0.0382058,0.111141,0.12434,-0.0136579,0.0118469
2,61,0.0598961,-0.0151234,-0.0265534,0.0142877,-0.169368,0.0644335,-0.00031156
3,61,-0.0138196,-0.0885348,0.0453689,0.0570951,-0.0214787,-0.0100603,0.0687897
4,61,0.150662,-0.0559223,0.0412238,0.150623,0.00885213,-0.0360533,-0.0221638
5,61,-0.0604228,-0.119479,0.0929911,-0.0252103,-0.0879906,0.034619,-0.00697262
6,61,0.0429834,-0.0314324,0.0353897,-0.113937,0.00357238,0.0421965,-0.0236926
7,61,-0.0293461,-0.0696373,0.0954432,-0.0333454,-0.00578799,0.00273726,0.0083023
1,62,-0.0338314,0.136125,0.00150892,-0.00429058,0.0392088,0.0449657,0.03553
2,62,0.034987,0.176033,-0.0244005,0.0244064,0.0413375,0.0815155,0.0141344
3,62,-0.0404852,0.0648649,0.150367,0.177312,-0.0407239,0.0665054,0.01862
4,62,-0.089613,0.0654287,0.00121405,-0.152392,-0.0523193,0.0662573,-0.0202884
5,62,-0.0177719,0.124065,0.0732784,-0.0177379,0.0275215,-0.0545892,-0.0073376
6,62,-0.0239552,0.113855,-0.0110525,0.00372732,-0.0862751,0.117222,0.00234207
7,62,-0.0107838,0.171983,-0.0753822,-0.0262774,-0.0943451,0.0892949,0.00328841
1,63,0.0299158,0.0582306,-0.0469847,-0.0594662,-0.0623251,0.180747,-0.0413052
2,63,0.0279641,-0.0191992,-0.0647371,0.0802302,-0.00939284,0.201567,0.0201087
3,63,-0.113066,-0.0597479,0.0384954,-0.140263,-0.0519874,0.151087,-0.0410576
4,63,0.116381,0.0263168,-0.132693,0.0543258,-0.0181518,0.191047,-0.052199
5,63,-0.0354159,0.086174,-0.0514194,0.0804967,0.198951,0.100574,-0.0124916
6,63,-0.0633324,-0.0488948,0.104973,0.0222582,0.0664313,0.179707,-0.0473405
7,63,-0.0537138,-0.0486932,0.115439,0.0714487,0.023005,0.155798,-0.00515797
1,64,0.0134395,0.0355549,0.0121574,-0.00370677,-0.114947,-0.00565889,0.00231864
2,64,0.0281485,0.0436239,-0.0609956,-0.0455254,0.073615,-0.0764748,0.0244542
3,64,0.0849294,0.0255531,-0.0242244,-0.0166558,0.0201895,-0.0332937,-0.00303352
4,64,-0.0146258,-0.00343039,-0.0286502,0.0557521,0.189271,-0.0365486,0.0362527
5,64,0.066767,0.0437272,0.00430495,0.0597575,0.1193,-0.113341,0.000483662
6,64,0.0165035,-0.00921951,0.0804858,0.0615859,-0.0113255,-0.0248672,0.0194799
7,64,0.0905096,0.0732378,-0.0152804,0.152766,-0.0192469,0.00557005,0.0387483
1,65,-0.0146634,-0.142259,0.0964362,-0.00709912,0.144638,0.0220427,0.00330157
2,65,0.0654781,-0.0473513,-0.0590752,-0.126162,0.012635,-0.0747792,-0.0223351
3,65,0.106571,-0.0145797,-0.0287789,-0.0821172,0.11927,-0.0504612,-0.0278593
4,65,-0.0586182,-0.0987326,-0.00127698,-0.105663,-0.059935,-0.0593981,-0.0115529
5,65,0.0457292,-0.0428718,0.0206206,-0.14638,0.0951798,-0.0411306,-0.0520795
6,65,0.105405,-0.0364113,-0.0206817,-0.0347075,0.187791,-0.131921,0.0139945
7,65,-0.0169901,-0.0277163,-0.0559441,-0.0980585,0.159558,-0.038334,0.02214
1,66,0.134465,0.110911,0.068436,0.0306148,0.0661978,-0.0696373,0.00458115
2,66,0.162415,0.17152,0.00399858,-0.0370514,-0.0600377,-0.136359,0.0122897
3,66,0.146466,0.123447,0.0992236,0.0693044,0.0652616,-0.120355,-0.0167842
4,66,0.259744,0.136026,0.0568548,0.0753217,-0.0131249,-0.137434,0.0214749
5,66,0.166039,0.16012,0.0661546,-0.0887936,-0.00124622,-0.167168,-0.0180335
6,66,0.218697,0.150059,0.0233024,-0.107867,0.051962,-0.0763674,0.020111
7,66,0.146181,0.119242,0.0856281,-0.00648526,-0.263015,-0.0701305,-0.0248991
1,67,-0.0300146,-0.00228955,0.0230671,-0.0626409,-0.113004,-0.102196,0.0109612
2,67,-0.0528949,0.000493343,-0.0385356,-0.0161743,-0.0434095,-0.0811287,0.00543429
3,67,0.00870812,-0.0547496,0.0477202,-0.143149,-0.0214068,-0.0924959,0.00799791
4,67,0.0486715,0.00489722,-0.0356912,-0.0899865,0.0387122,-0.0663325,0.00182085
5,67,0.10783,0.0253472,-0.0585549,0.0404199,-0.0542279,-0.100192,-0.0152355
6,67,0.00461956,-0.0708346,0.0333079,0.0742815,-0.0985317,-0.0851328,0.0280602
7,67,0.127145,-0.025673,0.0119415,0.0931466,-0.100259,-0.0834725,0.0113539
1,68,-0.0670462,-0.109102,0.101355,-0.025087,0.218456,-0.0363306,-0.0266361
2,68,-0.0608742,-0.0749085,-0.0924148,-0.00834576,-0.0198286,-0.0259738,0.019622
3,68,-0.0189935,-0.0677758,-0.063448,-0.0103884,0.0396689,-0.0103291,0.00130761
4,68,-0.0302215,-0.0974242,-0.0126667,0.0206241,0.19357,-0.0268156,0.0263995
5,68,-0.0101727,-0.117555,0.0735984,0.0226548,-0.0316364,-0.043605,-0.00789792
6,68,0.127507,-0.0993225,-0.0721582,-0.023879,-0.00147711,-0.0567405,-0.0223269
7,68,0.0384229,-0.0676161,-0.0163325,-0.0963084,-0.0688976,-0.0139475,0.0171424
1,69,0.0747051,-0.0297269,0.0674457,-0.0652601,-0.0835746,-0.0250101,-0.0210749
2,69,0.112987,-0.0133321,0.0134387,0.014168,-0.102121,-0.0304297,0.000412309
3,69,0.155045,-0.0250128,0.0325565,0.0714579,0.0650888,-0.119777,-0.01651
4,69,0.022357,-0.027818,0.0880632,-0.0551188,0.0447595,-0.0960315,-0.0352586
5,69,0.183024,0.147866,-0.0550534,0.115452,0.0227702,-0.0961401,0.0297949
6,69,0.00666458,-0.0221722,0.0666238,-0.0687455,-0.0578062,-0.0714387,0.0285299
7,69,0.0247409,-0.0483061,0.124108,-0.0655405,-0.156766,-0.0918507,-0.00613705
1,70,0.00242929,0.0354981,-0.0827271,0.00369319,0.00825,-0.0478309,-0.0315207
2,70,-0.140523,-0.0333354,0.0105053,-0.0842672,0.0577537,-0.064434,-0.00428999
3,70,-0.146135,-0.0331979,-0.0411555,-0.073933,0.132053,-0.0767081,0.0105388
4,70,-0.153278,-0.0162324,0.00947861,-0.032185,0.148292,-0.0912553,-0.00265799
5,70,-0.131815,0.00818104,0.00339078,-0.0881484,0.252059,-0.0731914,0.0356434
6,70,-0.132728,-0.0156119,-0.0286664,-0.0304419,0.0773978,-0.127791,0.00588209
7,70,-0.100206,-0.00760911,-0.0610764,-0.118592,0.144677,-0.0437463,-0.00184639
1,71,0.00309177,-0.11784,-0.00564634,-0.0501557,-0.141097,0.130766,0.0173523
2,71,0.0376672,-0.0684908,0.0166307,0.182497,-0.0232277,0.117814,0.00220442
3,71,-0.0425148,-0.10867,-0.0211383,0.0561815,-0.255112,0.171168,-0.00554553
4,71,0.0417955,-0.143797,0.0568929,0.0676671,-0.181198,0.121663,-0.0445575
5,71,-0.0560397,-0.109623,0.118027,0.061538,-0.0892376,0.117569,-0.0125833
6,71,-0.0102735,-0.0762115,-0.0166069,-0.103691,-0.0350036,0.112085,-0.011454
7,71,0.0261118,-0.0532521,-0.020915,-0.154363,-0.159594,0.173234,-0.0235948
1,72,0.107069,-0.105407,0.0545335,0.0315805,0.0748632,0.0101808,-0.0224694
2,72,0.108117,-0.145516,-0.0757666,-0.0595453,-0.0908585,0.0490119,-0.0128682
3,72,0.0314095,-0.131184,0.0536484,0.175681,-0.0334467,0.000296127,0.0143182
4,72,0.0786024,-0.147603,-0.0285723,0.00252956,-0.00743372,-0.0695582,0.00219618
5,72,0.119053,-0.0678038,-0.0680996,0.0360309,-0.0739799,0.0625323,-0.0318627
6,72,0.133655,-0.0679435,-0.11114,-0.0394476,-0.0178676,0.0445041,0.0246375
7,72,0.0444745,-0.114176,-0.0244143,-0.0749913,0.00643378,0.032281,0.0231618
1,73,0.0579645,-0.0178366,0.0348158,0.023737,0.0772122,-0.0895471,-0.0180507
2,73,0.0807962,0.0453141,0.00344131,0.0784689,-0.0155806,-0.0690513,-0.0421114
3,73,-0.0447556,-0.0032488,0.0448724,-0.100325,-0.0312257,-0.0724394,-0.0171502
4,73,0.0429814,0.052093,-0.0608181,-0.118396,-0.0406766,-0.0934032,-0.00736744
5,73,-0.0328815,-0.0325946,0.0544921,0.0459472,-0.122118,0.00626459,0.00421587
6,73,0.0301487,-0.0158947,0.076605,-0.0193728,-0.0641953,-0.0228248,-0.0146212
7,73,-0.00850589,-0.00213061,-0.0025021,0.116266,0.307249,-0.0635676,0.00645716
1,74,-0.0801943,0.0184985,-0.0421183,-0.05715,-0.139413,-0.0219899,0.00290786
2,74,-0.121309,-0.000500832,-0.0755363,-0.192248,-0.0173101,-0.043447,-0.000940648
3,74,-0.0485979,0.0439103,-0.0496285,-0.0839024,0.0475977,-0.0601763,-0.00414084
4,74,-0.108737,-0.0069752,0.0405017,-0.035836,0.0143702,-0.043501,0.012556
5,74,-0.0986982,0.0404979,-0.0608551,-0.164128,-0.108598,-0.0928116,0.047033
6,74,-0.125952,0.0713623,0.00420716,-0.102289,0.106657,-0.0683374,-0.00910457
7,74,-0.0226012,0.0432391,-0.150134,-0.145206,-0.0891089,0.0303498,0.0277937
1,75,0.0249639,-0.0689294,-0.109621,-0.0493098,-0.0603915,0.0081455,-0.0138674
2,75,0.003124,-0.191399,0.00300436,0.030551,0.0954328,0.0845153,-0.0115695
3,75,0.0207345,-0.0947204,-0.128255,-0.057531,-0.137902,0.000711053,0.00306258
4,75,0.0831294,-0.132172,-0.0571963,0.11549,0.00537587,-0.0403673,-0.0145199
5,75,-0.0115691,-0.187973,0.0703247,0.00910075,-0.0051376,0.0644594,0.00961298
6,75,-0.0145874,-0.15544,0.0288237,-0.0158821,-0.0615797,-0.0727951,-0.00761501
7,75,-0.0627822,-0.119494,-0.147235,-0.099929,-0.083705,0.0759559,-0.0136079
1,76,0.237411,0.113452,0.0929639,0.0410363,0.165169,-0.00929397,0.00892302
2,76,0.207272,0.0490524,0.01046,-0.0562089,0.14745,0.0629014,-0.0576988
3,76,0.168933,0.0686898,0.0912826,0.0375212,-0.0578611,0.0708871,0.0427583
4,76,0.153508,0.0562286,0.0504372,0.000328484,0.162864,0.0208513,-0.00782183
5,76,0.240019,0.100009,0.0615108,0.121031,-0.0333275,0.0853444,0.0227606
6,76,0.146557,0.0658259,0.0879067,-0.0759333,0.077893,0.114282,0.0110567
7,76,0.0744883,0.0781223,0.128934,0.0585435,0.0571702,0.0322604,0.00864333
1,77,-0.0843262,0.0701294,-0.00504415,-0.0195498,-0.365656,-0.0603757,-0.0403142
2,77,-0.0604909,0.0626062,-0.0149722,0.063974,-0.113723,-0.0977829,-0.001091
3,77,-0.127923,0.0581348,-0.0313364,-0.0398387,-0.0653913,0.0590395,-0.000669123
4,77,-0.0869946,0.0871805,-0.0599537,0.036284,0.00872799,-0.0155133,0.0501755
5,77,-0.129411,0.0283833,0.0754157,0.00357101,-0.0880712,0.0198064,0.017345
6,77,-0.101493,0.0927358,-0.0637767,-0.00527077,0.0142107,0.00706176,0.0485972
7,77,-0.0415631,0.0617023,-0.0440789,-0.041196,0.0216158,-0.0109332,0.0277012
1,78,-0.145907,0.048029,0.105185,0.0488519,0.0296984,0.0179068,-0.011394
2,78,-0.00792651,0.110323,0.0831505,0.0392443,-0.0286113,0.0176624,-0.00628269
3,78,-0.0534477,0.139899,0.0071399,-0.0608197,-0.0216218,0.00323346,0.0241507
4,78,-0.00164465,0.140671,-0.0323821,-0.0087831,-0.128462,0.123597,-0.00430639
5,78,-0.0589663,0.168454,-0.0565027,0.139418,-0.0358302,0.0776639,0.0260908
6,78,-0.00293438,0.0780887,0.0695309,0.10905,-0.108806,0.0756787,0.0125016
7,78,-0.171801,0.0656786,0.153364,-0.0352879,-0.0189761,0.0351865,0.0305256
1,79,-0.0751695,0.00064928,-0.0221686,-0.000749237,-0.137318,0.153988,0.0409346
2,79,-0.00865746,0.0726231,-0.0291924,-0.0968665,-0.00467224,0.14093,-0.0162144
3,79,-0.0924444,-0.0737275,0.0680056,0.218167,0.0279776,0.127781,0.0217541
4,79,-0.0748065,-0.043419,0.036364,-0.0481171,0.0748723,0.135197,-0.0355091
5,79,-0.0626703,0.0558537,-0.0156937,0.0307186,-0.11687,0.161675,0.00998485
6,79,-0.0305606,0.0191425,-0.152439,-0.0319025,0.0284284,0.213948,0.0744327
7,79,-0.0474647,0.0254165,-0.0117302,0.0706549,-0.102218,0.136373,-0.0157472
1,80,-0.127004,0.000660606,-0.0213088,-0.00756961,0.248826,-0.0627421,-0.0325122
2,80,-0.0959478,-0.0332611,-0.0298435,0.0220824,0.226166,-0.0368352,0.0119016
3,80,-0.160223,-0.0411365,-0.0479467,-0.113249,0.0318448,-0.0709971,-0.0139382
4,80,-0.115522,0.00126487,-0.117025,0.0863371,0.0916917,-0.10028,0.00730038
5,80,-0.20305,0.00201861,-0.0951689,-0.0458547,0.120522,-0.0162424,0.0478883
6,80,-0.227538,-0.0307864,-0.0168643,-0.0955134,0.0179826,-0.038704,0.0376922
7,80,-0.154019,-0.00402996,-0.0931387,-0.0333246,0.302261,-0.0746686,0.00504009
